Identifier,Tag: Name,Service,Type,Region,Tag: AppName,Tag: BudgetCode,Tag: CitcoEnterpriseTags,Tag: ClientData,Tag: ComponentGroup,Tag: ComponentType,Tag: Cost,Tag: EBSBudgetCode,Tag: EBSCostCenter,Tag: Env,Tag: Environment,Tag: LOB,Tag: Project Code ,Tag: RpaProject,Tag: RunSchedule,Tag: ScheduleMessage,Tag: SubProject,Tag: System,Tag: TagName,Tag: aws:cloudformation:logical-id,Tag: aws:cloudformation:stack-id,Tag: aws:cloudformation:stack-name,Tag: lambda:createdBy,Tags,ARN
lda-rpacfs1-cais-pricing-extract-feedback-loop,(not tagged),Lambda,Function,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,(not tagged),(not tagged),rpacfs1,rpacfs1,(not tagged),DEV,(not tagged),CFS,(not tagged),CAIS,(not tagged),(not tagged),(not tagged),rpacfs1,(not tagged),FeedbackLoopLambdaFunction,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-rpacfs1-cais-pricing-extract-FeedbackLoopLambda-18LM88KVLA5VP/72536540-1d72-11ef-8f92-06b448d8298b,dev-rpacfs1-cais-pricing-extract-FeedbackLoopLambda-18LM88KVLA5VP,SAM,13,arn:aws:lambda:eu-west-1:442645024664:function:lda-rpacfs1-cais-pricing-extract-feedback-loop
lda-ia-bpo-cais-s3-event-based,(not tagged),Lambda,Function,eu-west-1,IA-BPO,IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),CAIS-TRADE-CAPTURE-042025,IA-BPO,(not tagged),DEV,(not tagged),CAIS,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),IA-BPO,(not tagged),LambdaFunction,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-core-ia-bpo-trade-capture-custody-CAISS3EventBasedLambdaL4-1IZEAWXI03QB8/a48d0c00-61b4-11f0-8df6-0ad6412c4857,dev-core-ia-bpo-trade-capture-custody-CAISS3EventBasedLambdaL4-1IZEAWXI03QB8,SAM,11,arn:aws:lambda:eu-west-1:442645024664:function:lda-ia-bpo-cais-s3-event-based
lda-IA-BPO-Address-Extraction-Processing,(not tagged),Lambda,Function,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,(not tagged),(not tagged),DATAOPS-ADDRESS-EXTRACTION-BOT-022023,IA-BPO,(not tagged),DEV,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),IA-BPO,(not tagged),ProcessingLambda,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-Address-Extraction-ProcessingLambda-I3GBG1QNCRS/82e111c0-c6d4-11f0-97e8-02c887ad6b81,dev-Address-Extraction-ProcessingLambda-I3GBG1QNCRS,SAM,12,arn:aws:lambda:eu-west-1:442645024664:function:lda-IA-BPO-Address-Extraction-Processing
s3-eu-west-1-442645024664-ia-swift,(not tagged),S3,Bucket,eu-west-1,IA-BPO,IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),IA-SWIFT,(not tagged),(not tagged),DEV,(not tagged),CFS,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),S3Bucket,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-IA-SWIFT-S3Bucket-AFBOLUMSXJCM/7b6d4670-3ccc-11f1-9973-02380bf99fa1,dev-IA-SWIFT-S3Bucket-AFBOLUMSXJCM,(not tagged),8,arn:aws:s3:::s3-eu-west-1-442645024664-ia-swift
s3-eu-west-1-442645024664-iabpo-evntsrvc-investran,(not tagged),S3,Bucket,eu-west-1,IA-BPO,IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),PE-PCAP-STATEMENT-VALUATION-062024,(not tagged),(not tagged),DEV,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),S3Bucket,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-Event-Srvc-Investran-S3Bucket-3BD37VOBTOE3/acf75570-8236-11ef-9f3d-028619de2499,dev-Event-Srvc-Investran-S3Bucket-3BD37VOBTOE3,(not tagged),8,arn:aws:s3:::s3-eu-west-1-442645024664-iabpo-evntsrvc-investran
s3-eu-west-1-442645024664-iabpo-iconiq-mgt-perf-fee,(not tagged),S3,Bucket,eu-west-1,IA-BPO,IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),TBD-ICONIQ-MGT-PERF,(not tagged),(not tagged),DEV,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),S3Bucket,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-Iconiq-Mgt-Perf-Fee-S3Bucket-M2VLPK2K4MZT/e0106f90-3a0f-11f1-a245-06d81148cfdb,dev-Iconiq-Mgt-Perf-Fee-S3Bucket-M2VLPK2K4MZT,(not tagged),8,arn:aws:s3:::s3-eu-west-1-442645024664-iabpo-iconiq-mgt-perf-fee
s3-eu-west-1-442645024664-ia-bpo-trade-capture-custody,(not tagged),S3,Bucket,eu-west-1,IA-BPO,IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),CAIS-TRADE-CAPTURE-042025,(not tagged),(not tagged),DEV,(not tagged),CAIS,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CAISTradeCaptureS3Bucket,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-core-ia-bpo-trade-capture-custody-CAISTradeCaptureS3Bucket-YJYZPXIYY221/c0def490-61b4-11f0-81a4-0ac07a182669,dev-core-ia-bpo-trade-capture-custody-CAISTradeCaptureS3Bucket-YJYZPXIYY221,(not tagged),8,arn:aws:s3:::s3-eu-west-1-442645024664-ia-bpo-trade-capture-custody
s3-ia-bpo-cais-deadline-upload-dev-442645024664-eu-west-1,(not tagged),S3,Bucket,eu-west-1,ia-bpo-cais-deadline-upload,IA-BPO,(not tagged),false,(not tagged),(not tagged),PE-PCAP-STATEMENT-VALUATION-062024,(not tagged),(not tagged),DEV,(not tagged),IA-BPO,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CAISDeadlineBucket,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-IA-BPO-cais-deadline-upload-pds-S3Stack-ZDH8XDK9YG06/752d8500-3ce9-11f1-a442-028c29cae693,dev-IA-BPO-cais-deadline-upload-pds-S3Stack-ZDH8XDK9YG06,(not tagged),10,arn:aws:s3:::s3-ia-bpo-cais-deadline-upload-dev-442645024664-eu-west-1
s3-eu-west-1-442645024664-iabpo-address-extraction,(not tagged),S3,Bucket,eu-west-1,IA-BPO,IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),DATAOPS-ADDRESS-EXTRACTION-BOT-022023,(not tagged),(not tagged),DEV,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),S3Bucket,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-Address-Extraction-S3Bucket-1IQS40P6XC15T/545776f0-c6d4-11f0-9ba9-06c8d4461ab5,dev-Address-Extraction-S3Bucket-1IQS40P6XC15T,(not tagged),8,arn:aws:s3:::s3-eu-west-1-442645024664-iabpo-address-extraction
eni-06ba8e0d61cc5f941,(not tagged),EC2,NetworkInterface,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ec2:eu-west-1:442645024664:network-interface/eni-06ba8e0d61cc5f941
eni-08f38934ff88922d3,(not tagged),EC2,NetworkInterface,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),Started on 2026/03/17 at 14:00 UTC,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),10,arn:aws:ec2:eu-west-1:442645024664:network-interface/eni-08f38934ff88922d3
eni-01ef921f2973e6347,DocSage,EC2,NetworkInterface,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),Started on 2026/04/14 at 19:30 UTC,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),10,arn:aws:ec2:eu-west-1:442645024664:network-interface/eni-01ef921f2973e6347
eni-0d6bd6a815ae3d97b,(not tagged),EC2,NetworkInterface,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,CAIS-PRICING-PACK-062020,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),Started on 2026/03/03 at 22:30 UTC,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),10,arn:aws:ec2:eu-west-1:442645024664:network-interface/eni-0d6bd6a815ae3d97b
sg-038dd7e8102722e42,DocSage,EC2,SecurityGroup,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),SecurityGroupHTTP,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-chatbot-ui-DockerAPIECSServices-10TNJW88VL3LD/85019a00-0e60-11f1-b55b-0ab93d4bafab,dev-chatbot-ui-DockerAPIECSServices-10TNJW88VL3LD,(not tagged),12,arn:aws:ec2:eu-west-1:442645024664:security-group/sg-038dd7e8102722e42
sg-07af672710dd7a766,(not tagged),EC2,SecurityGroup,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),SecurityGroupHTTP,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-aeoi-ui-DockerAPIECSServices-14UMSE4IPW0CX/fd0306a0-0c47-11ef-b56f-0a53a721e147,dev-aeoi-ui-DockerAPIECSServices-14UMSE4IPW0CX,(not tagged),12,arn:aws:ec2:eu-west-1:442645024664:security-group/sg-07af672710dd7a766
sg-01b9cc263a7528bb7,(not tagged),EC2,SecurityGroup,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),SecurityGroupHTTP,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-cais-web-DockerUIECSServices-TDBT7YGFGNJB/0d866ae0-1809-11ef-86b8-06bbee5b1249,dev-cais-web-DockerUIECSServices-TDBT7YGFGNJB,(not tagged),12,arn:aws:ec2:eu-west-1:442645024664:security-group/sg-01b9cc263a7528bb7
sg-09883b16b3860f697,DocSage,EC2,SecurityGroup,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),SecurityGroupHTTPS,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-chatbot-ui-DockerUIECSServices-1P779MDVMTY1E/da118080-0e62-11f1-aed6-0ac4937b8ddd,dev-chatbot-ui-DockerUIECSServices-1P779MDVMTY1E,(not tagged),12,arn:aws:ec2:eu-west-1:442645024664:security-group/sg-09883b16b3860f697
sg-0b39713c2b0ec50dc,(not tagged),EC2,SecurityGroup,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),SecurityGroupHTTPS,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-cais-web-DockerUIECSServices-TDBT7YGFGNJB/0d866ae0-1809-11ef-86b8-06bbee5b1249,dev-cais-web-DockerUIECSServices-TDBT7YGFGNJB,(not tagged),12,arn:aws:ec2:eu-west-1:442645024664:security-group/sg-0b39713c2b0ec50dc
pricing-pack-api-ppapicluster,(not tagged),ECS,Cluster,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,CAIS-PRICING-PACK-062020,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),running,(not tagged),(not tagged),(not tagged),(not tagged),Cluster,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-pricing-pack-api-DockerAPIECSServices-UJ8SWAUUB61O/a0fcb430-19dc-11ef-9d16-02dfa6c41c1f,dev-pricing-pack-api-DockerAPIECSServices-UJ8SWAUUB61O,(not tagged),13,arn:aws:ecs:eu-west-1:442645024664:cluster/pricing-pack-api-ppapicluster
cais-api-cluster-api,(not tagged),ECS,Cluster,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),running,(not tagged),(not tagged),(not tagged),(not tagged),Cluster,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-cais-web-DockerAPIECSServices-14UIZS54FTDK1/5434afd0-177b-11ef-8734-02ce73743c19,dev-cais-web-DockerAPIECSServices-14UIZS54FTDK1,(not tagged),13,arn:aws:ecs:eu-west-1:442645024664:cluster/cais-api-cluster-api
cais-web-cluster,(not tagged),ECS,Cluster,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),running,(not tagged),(not tagged),(not tagged),(not tagged),Cluster,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-cais-web-DockerUIECSServices-TDBT7YGFGNJB/0d866ae0-1809-11ef-86b8-06bbee5b1249,dev-cais-web-DockerUIECSServices-TDBT7YGFGNJB,(not tagged),13,arn:aws:ecs:eu-west-1:442645024664:cluster/cais-web-cluster
dev-cdq-ui-cluster,(not tagged),ECS,Cluster,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),running,(not tagged),(not tagged),(not tagged),cdq,Cluster,arn:aws:cloudformation:eu-west-1:442645024664:stack/dev-cdq-ui-DockerUIECSServices-BLFH60WX2XYO/68f29b70-084d-11f1-8d05-06e4b5d4e851,dev-cdq-ui-DockerUIECSServices-BLFH60WX2XYO,(not tagged),13,arn:aws:ecs:eu-west-1:442645024664:cluster/dev-cdq-ui-cluster
aeoi-task:395,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:395
chatbot-task:209,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:209
cais-task-api:135,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:135
aeoi-task:810,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:810
deadline-task:143,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:143
chatbot-task:365,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:365
aeoi-task:370,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:370
aeoi-task:380,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:380
dev-cdq-task:167,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:167
pricing-pack-task:149,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,CAIS-PRICING-PACK-062020,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:149
aeoi-task:43,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:43
aeoi-task:66,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:66
chatbot-task:40,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:40
aeoi-task:716,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:716
cais-task-api:3,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:3
aeoi-task:19,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:19
chatbot-task:102,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:102
chatbot-task:135,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:135
aeoi-task:512,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:512
dev-cdq-task:72,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:72
aeoi-task:93,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:93
chatbot-task:220,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:220
aeoi-task:599,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:599
cais-task-api:82,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:82
aeoi-task:736,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:736
pricing-pack-task:44,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:44
dev-cdq-task:16,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:16
cais-task-api:177,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:177
cais-task:171,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:171
